Código;Descripción;Ref.prov;Prov.;Costo;Venta;Stock();Margen;Real
;BIG DEVIL XL AUTOMATICA 3 UNID.;SWEET SEEDS-76;2;13,5;26;0;0;75,11
;CREAM MANDARINE AUTOMATICA 5 UNID.;SWEET SEEDS-77;2;20,12;39;0;0;76,19
;SWEET CHEESE AUTOMATICA 5 UNID.;SWEET SEEDS-78;2;12,47;24;0;0;74,98
;SWEET SPECIAL AUTOMATICA 3 UNID.;SWEET SEEDS-79;2;12,68;24;0;0;72,08
;SWEET CHEESE 5 UNID.;SWEET SEEDS-80;2;12,22;24;0;0;78,56
;BIG DEVIL XL AUTOMATICA 5 UNID.;SWEET SEEDS-81;2;22,35;43;0;0;74,9
;BIG DEVIL XL AUTOMATICA 10 UNID.;SWEET SEEDS-82;2;48,29;87;0;0;63,78
;SWEET SKUNK AUTOMATICA 5 UNID.;SWEET SEEDS-83;2;12,17;24;0;0;79,29
;AUTO RED POSION 3 UNID.;SWEET SEEDS-84;2;11,46;22;0;0;74,52
;DARK DEVIL 3 UNID.;SWEET SEEDS-85;2;12,68;24;0;0;72,08
;AUTO RED POISON 10 UNID. FEMINIZADAS;SWEET SEEDS-86;2;38,19;75;0;0;78,53
;AUTO DARK DEVIL 3 UNID. FEMINIZADAS;SWEET SEEDS-87;2;12,68;24;0;0;72,08
;CREAM CARAMEL FAST VERSION 10 UNID.;SWEET SEEDS-88;2;37,18;73;0;0;78,48
;GREEN POISON FAST VERSION 10 UNID.;SWEET SEEDS-89;2;38,19;75;0;0;78,53
;ZERO GRAVITY 10 UNID. REGULARES;T.H. SEEDS-01;1;24,75;45;0;0;65,29
;MK ULTRA 5 UNID. FEMINIZADAS;T.H. SEEDS-02;2;28,6;50;0;0;58,92
;MK ULTRA 10 UNID. FEMINIZADAS;T.H. SEEDS-03;2;56,87;80,01;0;0;16,27
;LA CONFIDENTIAL 6 UNID. FEMINIZADAS;T.H. SEEDS-04;2;30;60;0;0;65,3
;MK ULTRA 10 UNID. REGULARES;T.H. SEEDS-05;2;47;80,01;0;0;40,68
;ELECTRIC LEMON G 10 UNID. REGULARES;T.H. SEEDS-06;2;40;82;0;0;69,43
;TEMPORIZADOR ANALOGICO;TEMPORIZADOR-01;2;3;7,01;-1;0;93
;TEMPORIZADOR ANALOGICO LEGRAND;TEMPORIZADOR-02;2;9,45;22;-4;0;92,38
;TEMPORIZADOR DIGITAL;TEMPORIZADOR-03;2;7,2;14;0;0;60,69
;TEMPORIZADOR RIEGO DIN-2A;TEMPORIZADOR-04;2;47,98;89;0;0;53,29
;TEMPORIZADOR 4x600 W GSE TIMER BOX II;TEMPORIZADOR-08;2;71,99;130;0;0;49,24
;TEMPORIZADOR 12x600 W + CALENTADOR GSE TIMER BOX I;TEMPORIZADOR-09;2;99,22;170,01;0;0;41,6
;TEMPORIZADOR 2x600 W DV-12;TEMPORIZADOR-11;2;56,26;110;0;0;61,59
;TEMPORIZADOR 4x600 W DV-14;TEMPORIZADOR-12;2;84,58;160;0;0;56,34
;TEMPORIZADOR 8x600 W DV-28;TEMPORIZADOR-13;2;96,97;180;0;0;53,41
;TEMPORIZADOR 12x600 W DV-33;TEMPORIZADOR-14;6;100,37;185;0;0;52,33
;TEMPORIZADOR 16x600 W DV-44;TEMPORIZADOR-15;2;108,78;200;0;0;51,95
;TEMPORIZADOR PS 8x600 W;TEMPORIZADOR-16;2;66,43;120;0;0;49,29
;TERMOHIGROMETRO CON SONDA;TERMOHIGRO-01;2;8,85;20;0;0;86,78
;TERMOHIGROMETRO SIN SONDA;TERMOHIGRO-03;2;6,96;16;0;0;89,94
;TERMOMETRO DIGITAL MINI SIN SONDA;TERMOHIGRO-04;2;5,44;11;0;0;67,1
;TERMOMETRO DIGITAL MINI CON SONDA;TERMOHIGRO-05;2;6,66;13;0;0;61,26
;TIJERA BONSAI METALICAS;TIJERAS-01;2;2,52;5;0;0;63,89
;TIJERA DE PODA PROFESIONALES;TIJERAS-02;2;5,93;11;0;0;53,29
;TIJERA NINJA BLADE;TIJERAS-04;6;9,67;18;0;0;53,88
;TIOSULFATO DE SODIO 1x500 GRS;TIOSULFATO-01;6;20,35;40;0;0;62,46
;BACHUMUS EVOLUTION FLORACION 1 L;TRABE-01;1;5,17;11;0;0;93,42
;PROPOLIX 30 ML;TRABE-02;2;4,56;9,99;0;0;81,14
;ALGAHEMP CRECIMIENTO 1 L;TRABE-03;2;10,08;19;0;0;71,33
;ALGAHEMP FLORACION 1 L;TRABE-04;2;10,49;20;0;0;73,31
;EXPELEX 30 ML;TRABE-05;2;6,17;12;0;0;76,82
;AIN THC EXTRACTO DE NEEM 30 ML;TRABE-06;2;5,04;11;0;0;80,36
;BACHUMUS EVOLUTION CRECIMIENTO 1 L;TRABE-07;2;6,77;13;0;0;58,64
;AIN THC EXTRACTO DE NEEM 100 ML;TRABE-08;2;15,12;33;-1;0;80,36
;VAPORTRONIC;TRAT. OLOR-01;4;51,84;70;0;0;11,59
;DISCOS VAPORTEK  12 GR;TRAT. OLOR-02;4;5,14;7,01;0;0;12,65
;PODADORA TRIMBOX;TRIMPRO-01;2;465;900;0;0;59,96
;PODADORA TRIMPRO ORIGINAL;TRIMPRO-02;2;1.131,35;1.730,00;0;0;26,38
;PODADORA TRIMPRO AUTOMATIK;TRIMPRO-03;2;1.829,52;2.699,99;0;0;21,97
;TRIMPRO ORIGINAL - CUCHILLA;TRIMPRO-04;2;145,2;250;0;0;42,29
;TUBO ATOXICO DE SILICONA 2 M BLISTER;TUBO-01;1;1,39;2;0;0;18,71
;TUBO CON TAPON FUTUROLA PORTAFLY;TUBO-02;4;0,1;0;-150;0;-100
;ALUCONEC 102 MM TUBO FLEXIBLE DE ALUMINIO;TUBO-03;2;0,86;2;0;0;91,86
;ALUCONEC 127 MM TUBO FLEXIBLE DE ALUMINIO;TUBO-04;2;0,79;2;0;0;108,86
;ALUCONEC 152 MM TUBO FLEXIBLE DE ALUMINIO;TUBO-05;2;1,09;3;0;0;127,52
;ALUCONEC 203 MM TUBO FLEXIBLE DE ALUMINIO;TUBO-06;2;1,35;4,01;0;0;145,19
;ALUCONEC 254 MM TUBO FLEXIBLE DE ALUMINIO;TUBO-07;2;1,9;5;0;0;117,37
;SONOCONEC 102 MM TUBO FLEXIBLE DE ALUMINIO;TUBO-08;2;2,6;5;0;0;58,85
;SONOCONEC 127 MM TUBO FLEXIBLE DE ALUMINIO;TUBO-09;2;2,77;6;0;0;79,06
;SONOCONEC 152 MM TUBO FLEXIBLE DE ALUMINIO;TUBO-10;2;2,5;7,01;0;0;131,6
;SONOCONEC 203 MM TUBO FLEXIBLE DE ALUMINIO;TUBO-11;2;3,59;8;0;0;84,12
;SONOCONEC 254 MM TUBO FLEXIBLE DE ALUMINIO;TUBO-12;2;6,34;12;0;0;56,47
;SONOCONEC 315 MM TUBO FLEXIBLE DE ALUMINIO;TUBO-13;2;5,63;11;0;0;61,46
;ALUCONEC 315 MM TUBO FLEXIBLE DE ALUMINIO;TUBO-14;2;2;6;-20;0;148
;TUBO SILICONA  X 1 METRO;TUBO-15;1;1,31;2;-2;0;25,95
;TUBO COMBICONECT 200 MM;TUBO-16;2;2,12;6;0;0;133,96
;TUBO COMBICONECT 254 MM;TUBO-17;2;2,29;6,5;0;0;134,5
;TUBO EPPENDORF PEQUEÑO;TUBO-18;6;0,02;0,05;0;0;100
;TUTOR BAMBU DE PLASTICO 120 CM;TUTOR-01;1;0,29;0;0;0;-100
;TUTOR DE BAMBU PLASTIFICADO 210 CM;TUTOR-02;1;0,7;1,5;0;0;77,14
;UNION EN T 125 MM METALICA;UNION-01;2;9,3;22;0;0;95,48
;UNION EN T 150 MM METALICA;UNION-02;2;13,9;32;0;0;90,29
;UNION EN T 200 MM METALICA;UNION-03;2;23,6;44;0;0;54,07
;UNION EN T 250 MM METALICA;UNION-04;2;28,44;52,01;0;0;51,13
;UNION EN T 315 MM METALICA;UNION-05;6;16,5;72;0;0;260,61
;UNION EN Y 315 MM METALICA;UNION-08;6;35,09;65;0;0;53,09
;UNION EN Y 200 MM METALICA;UNION-10;6;24,5;47;0;0;58,53
;UNION RECTA METALICA 125 MM;UNION-11;2;2,18;4,01;0;0;51,83
;UNION RECTA METALICA 250 MM;UNION-14;2;4,23;7,01;0;0;36,88
;VOLCANO CLASSIC;VAPORIZADOR-02;2;310,94;400;0;0;6,32
;VAPORIZADOR VAPBONG ROTULADOR;VAPORIZADOR-03;2;19,36;36;0;0;53,67
;VOLCANO KIT EASY VALVE STARTER SET;VAPORIZADOR-04;2;71,39;120;0;0;38,91
;BOLSA DE REPUESTO VOLCANO 1x3 M;VAPORIZADOR-05;2;2,07;5;0;0;99,52
;VAPORIZADOR IOLITE V2 (COLORES);VAPORIZADOR-06;2;108,84;180;0;0;36,68
;CAMARA DE LLENADO DE REPUESTO SOLID VALVE;VAPORIZADOR-10;2;41,14;60;0;0;20,54
;KIT DE VALVULAS VOLCANO;VAPORIZADOR-11;2;47,19;68,99;0;0;20,83
;FILTRO DE ACERO VAPONIC;VAPORIZADOR-12;2;1;1,5;0;0;24
;VAPORIZADOR SOLO;VAPORIZADOR-13;2;165,77;245;0;0;22,15
;TUBO DE VIDRIO EXTERIOR VAPONIC;VAPORIZADOR-14;2;1,82;3;0;0;36,26
;TUBO DE VIDRIO INTERIOR VAPONIC;VAPORIZADOR-15;2;5,87;9;0;0;26,75
;PIEZA DE CONEXION DE SILICONA GRIS VAPONIC;VAPORIZADOR-16;2;3,39;6;0;0;46,31
;VAPORIZADOR VAPONIC;VAPORIZADOR-17;2;21,18;45;0;0;75,59
;VAPORIZADOR DA VINCI;VAPORIZADOR-18;2;131,89;210;0;0;31,59
;BOQUILLA DE REPUESTO VOLCANO;VAPORIZADOR-19;2;16,94;30;0;0;46,34
;ALIVI8 VAPORIZADOR;VAPORIZADOR-20;2;52,64;99;0;0;55,43
;KIT REPUESTOS ALIVI8;VAPORIZADOR-21;2;11,5;22;0;0;58,09
;VAPORIZADOR VERDAMPER DELUXE GRANDE;VAPORIZADOR-22;2;301,29;380;0;0;4,24
;CAMARA DE LLENADO VERDAMPER;VAPORIZADOR-23;2;28,44;40;0;0;16,24
;TUBO DISTRIBUCION VAPOR VERDAMPER DELUXE GRANDE;VAPORIZADOR-24;2;31,82;45;0;0;16,88
;VAPORIZADOR VERDAMPER DELUXE GRANDE CON VALVULA DE;VAPORIZADOR-25;2;332,75;415,01;0;0;3,07
;VALVULA VERDAMPER;VAPORIZADOR-26;2;18,76;35,01;0;0;54,21
;VENTILADOR MULTIFAN TURBO ECO;VENTILADOR-01;2;15,12;29;0;0;58,53
;VENTILADOR CLIP 15 CM PURE FACTORY;VENTILADOR-02;2;10,28;20;-2;0;60,8
;VENTILADOR HURRICANE PARED CON MANDO;VENTILADOR-03;2;33,09;58;0;0;44,85
;VENTILADOR HURRICANE SUELO 20 CM;VENTILADOR-04;2;22,5;47;0;0;72,62
;VENTILADOR HURRICANE SUELO 30 CM;VENTILADOR-05;2;29,9;60;0;0;65,85
;VENTILADOR HURRICANE SUELO 45 CM;VENTILADOR-06;2;48,1;78;-1;0;34,01
;VENTILADOR BOXFAN 30 CM;VENTILADOR-07;2;12,8;25;0;0;61,41
;VENTILADOR PIE 45 CM HURRICANE;VENTILADOR-08;2;42;85;0;0;67,26
;VENTILADOR PIE 40 CM  45 W HURRICANE ECONOMICO;VENTILADOR-09;2;17,3;35,01;0;0;67,23
;VENTILADOR DURACRAFT DT-640E 40 CM;VENTILADOR-10;2;19,97;39;0;0;61,39
;VERMICULITA 3 L;VERMICULITA-01;6;0,97;2;0;0;87,63
;VERMICULITA 125 L;VERMICULITA-02;6;18,97;36;0;0;56,83
;SUPER SKUNK 5 UNID. FEMINIZADAS;VISION SEED-01;2;11;25;0;0;106,64
;WHITE WIDOW 10 UNID. FEMINIZADAS;VISION SEED-02;2;19,8;45;0;0;106,62
;NORTHERN LIGHTS 10 UNID. FEMINIZADAS;VISION SEED-03;2;19,8;45;0;0;106,62
;BUBBLEYUM 10 UNID. FEMINIZADAS;VISION SEED-04;2;22;50;0;0;106,59
;BIG BUD 10 UNID. FEMINIZADAS;VISION SEED-05;2;24,2;55;0;0;106,61
;AK 49 10 UNID. FEMINIZADAS;VISION SEED-06;2;21,38;45;0;0;91,35
;SUPER SKUNK 3 UNID. FEMINIZADAS;VISION SEED-07;2;7,98;18;0;0;105,01
;JACK HERER 5 UNID. FEMINIZADAS;VISION SEED-08;2;11;25;0;0;106,64
;BIG BUD 5 UNID. FEMINIZADAS;VISION SEED-09;2;13,75;30;0;0;98,33
;BIG BUD 3 UNID. FEMINIZADAS;VISION SEED-10;2;9,35;22;0;0;113,9
;RUSSIAN SNOW 10 UNID. FEMINIZADAS;VISION SEED-11;2;21,38;45;0;0;91,35
;AK 49 3 UNID. FEMINIZADAS;VISION SEED-12;2;8,61;17;0;0;79,44
;ANMESIA 3 UNID. FEMINIZADAS;VISION SEED-13;2;9,9;25;0;0;129,6
;NY DIESEL 5 UNID.;VISION SEED-15;2;11;25;0;0;106,64
;BUBBLEYUM 5 UNID. FEMINIZADAS;VISION SEED-16;2;13,66;31;0;0;106,3
;BUBBLEYUM 3 UNID. FEMINIZADAS;VISION SEED-17;2;9,8;22;0;0;104,08
;ANMESIA 10 UNID. FEMINIZADAS;VISION SEED-18;2;26,95;60,01;0;0;102,41
;VITROCLON 125 ML;VITROCLON-01;2;6,88;13;0;0;71,8
;WHITE SKUNK 10 UNID. FEMINIZADAS;WHITE LABEL-01;2;18,16;36;0;0;80,23
;WHITE HAZE AUTOMATICA 3 UNID. FEMINIZADAS;WHITE LABEL-02;2;13,5;26;0;0;75,11
;NORTHERN LIGHT 5 UNID. FEMINIZADAS;WHITE LABEL-03;2;28,55;55;0;0;75,13
;AFGHAN KUSH RAIDER AUTO. 3 UNID.;WORLD O.S.-01;8;13,98;24;0;0;56,08
;PAKISTAN RYDER AUTO. 3 UNID.;WORLD O.S.-02;8;12,65;23;0;0;65,3
;;;;;;;;
